id;naam;source;import_source;import_status;status;categorie;doel;trigger;systemen;stappen_count;stappen;webhook_paths;endpoints;gitlab_endpoint_method;gitlab_endpoint_path;gitlab_endpoint_handler;external_id;gitlab_file_path;hubspot_last_run_at;hubspot_run_count_365d;last_synced_at;approved_at;rejected_at;rejection_reason
AUTO-142;Leads solvari (POST /sales/leads/hubspot/solvari);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /sales/leads/hubspot/solvari wordt aangeroepen en raakt vooral HubSpot. De handler leads_solvari verwerkt dit verzoek en voert de logica uit voor: leads solvari. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Add lead to hubspot; Leest of wijzigt gegevens in HubSpot: Find contact by email; Leest of wijzigt gegevens in HubSpot: Update contact; Voert vervolgstap uit: Client.crm.contacts.basic api.update; Leest of wijzigt gegevens in HubSpot: Create contact; Voert vervolgstap uit: Client.crm.contacts.basic api.create.";POST /sales/leads/hubspot/solvari;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Add lead to hubspot | Leest of wijzigt gegevens in HubSpot: Find contact by email | Leest of wijzigt gegevens in HubSpot: Update contact | Voert vervolgstap uit: Client.crm.contacts.basic api.update | Leest of wijzigt gegevens in HubSpot: Create contact | Voert vervolgstap uit: Client.crm.contacts.basic api.create;;/sales/leads/hubspot/solvari;POST;/sales/leads/hubspot/solvari;leads_solvari;app/API/sales.py::POST /sales/leads/hubspot/solvari;app/API/sales.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:03.908+00:00;;
AUTO-143;Typeform webhook (POST /typeform/webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /typeform/webhook wordt aangeroepen en raakt vooral Typeform, SharePoint, Microsoft Graph. De handler typeform_webhook verwerkt dit verzoek en voert de logica uit voor: typeform webhook. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Process typeform webhook task; Voert vervolgstap uit: Process typeform webhook; Voert vervolgstap uit: Extract contact id; Voert vervolgstap uit: Mark ib typeform completed; Voert vervolgstap uit: Get graph access token; Voert vervolgstap uit: Require env.";POST /typeform/webhook;GitLab | Typeform | SharePoint | Microsoft Graph;6;Zet een achtergrondtaak klaar: Process typeform webhook task | Voert vervolgstap uit: Process typeform webhook | Voert vervolgstap uit: Extract contact id | Voert vervolgstap uit: Mark ib typeform completed | Voert vervolgstap uit: Get graph access token | Voert vervolgstap uit: Require env;;/typeform/webhook;POST;/typeform/webhook;typeform_webhook;app/API/typeform.py::POST /typeform/webhook;app/API/typeform.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:03.379+00:00;;
AUTO-GL-2b5c9c47-daae-4f33-816b-167a28303028;Company change endpoint (POST /operations/hubspot/company/updating_dealname);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/company/updating_dealname wordt aangeroepen en raakt vooral HubSpot. De handler company_change_endpoint verwerkt dit verzoek en voert de logica uit voor: company change endpoint. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Company change task; Voert een asynchrone vervolgstap uit: Company change; Voert vervolgstap uit: Company change.";POST /operations/hubspot/company/updating_dealname;GitLab | HubSpot;3;Zet een achtergrondtaak klaar: Company change task | Voert een asynchrone vervolgstap uit: Company change | Voert vervolgstap uit: Company change;;/operations/hubspot/company/updating_dealname;POST;/operations/hubspot/company/updating_dealname;company_change_endpoint;app/API/operations.py::POST /operations/hubspot/company/updating_dealname;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:02.811+00:00;;
AUTO-GL-78721b02-fa8b-4576-9965-67b562276f26;Get owner id (GET /operations/hubspot/owner);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint GET /operations/hubspot/owner wordt aangeroepen en raakt vooral HubSpot. De handler get_owner_id verwerkt dit verzoek en voert de logica uit voor: get owner id. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Get owner id; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get owner id; Voert vervolgstap uit: Client.crm.owners.owners api.get by id; Voert vervolgstap uit: Get owner id.";GET /operations/hubspot/owner;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Get owner id | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get owner id | Voert vervolgstap uit: Client.crm.owners.owners api.get by id | Voert vervolgstap uit: Get owner id;;/operations/hubspot/owner;GET;/operations/hubspot/owner;get_owner_id;app/API/operations.py::GET /operations/hubspot/owner;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:02.267+00:00;;
AUTO-GL-6d97718e-def8-449d-b245-e88867f25791;Kvk sync company (POST /kvk/hubspot/sync_company);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /kvk/hubspot/sync_company wordt aangeroepen en raakt vooral HubSpot, KvK. De handler kvk_sync_company verwerkt dit verzoek en voert de logica uit voor: kvk sync company. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Kvk sync task; Voert een asynchrone vervolgstap uit: Sync company from kvk; Leest of wijzigt gegevens in HubSpot: Update company properties; Voert vervolgstap uit: Clean digits; Voert vervolgstap uit: Extract results; Voert vervolgstap uit: Pick best result.";POST /kvk/hubspot/sync_company;GitLab | HubSpot | KvK;6;Zet een achtergrondtaak klaar: Kvk sync task | Voert een asynchrone vervolgstap uit: Sync company from kvk | Leest of wijzigt gegevens in HubSpot: Update company properties | Voert vervolgstap uit: Clean digits | Voert vervolgstap uit: Extract results | Voert vervolgstap uit: Pick best result;;/kvk/hubspot/sync_company;POST;/kvk/hubspot/sync_company;kvk_sync_company;app/API/kvk.py::POST /kvk/hubspot/sync_company;app/API/kvk.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:01.675+00:00;;
AUTO-GL-251332b6-3b98-43ec-81b8-6658f6e2ee96;Delete vat deal endpoint (POST /operations/hubspot/deal/delete_vat_deal);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/deal/delete_vat_deal wordt aangeroepen en raakt vooral HubSpot. De handler delete_vat_deal_endpoint verwerkt dit verzoek en voert de logica uit voor: delete vat deal endpoint. De belangrijkste stappen zijn: Leest of wijzigt gegevens in HubSpot: Delete deal; Voert vervolgstap uit: Client.crm.deals.basic api.archive; Voert een asynchrone vervolgstap uit: Get deal in vat pipeline; Voert vervolgstap uit: Get deal in vat pipeline.";POST /operations/hubspot/deal/delete_vat_deal;GitLab | HubSpot;4;Leest of wijzigt gegevens in HubSpot: Delete deal | Voert vervolgstap uit: Client.crm.deals.basic api.archive | Voert een asynchrone vervolgstap uit: Get deal in vat pipeline | Voert vervolgstap uit: Get deal in vat pipeline;;/operations/hubspot/deal/delete_vat_deal;POST;/operations/hubspot/deal/delete_vat_deal;delete_vat_deal_endpoint;app/API/operations.py::POST /operations/hubspot/deal/delete_vat_deal;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:01.107+00:00;;
AUTO-GL-ab343aa6-a3ef-4003-a820-7685b36396c3;Upsert clockify client from hubspot (POST /clockify/hubspot/upsert_client);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /clockify/hubspot/upsert_client wordt aangeroepen en raakt vooral HubSpot, Clockify. De handler upsert_clockify_client_from_hubspot verwerkt dit verzoek en voert de logica uit voor: upsert clockify client from hubspot. De belangrijkste stappen zijn: Voert vervolgstap uit: Upsert client from hubspot; Voert vervolgstap uit: List clients by hubspot id; Voert vervolgstap uit: Respect clockify rate limit; Voert vervolgstap uit: Update client name and note; Voert vervolgstap uit: Ensure projects for client; Voert vervolgstap uit: Get projects for client.";POST /clockify/hubspot/upsert_client;GitLab | HubSpot | Clockify;6;Voert vervolgstap uit: Upsert client from hubspot | Voert vervolgstap uit: List clients by hubspot id | Voert vervolgstap uit: Respect clockify rate limit | Voert vervolgstap uit: Update client name and note | Voert vervolgstap uit: Ensure projects for client | Voert vervolgstap uit: Get projects for client;;/clockify/hubspot/upsert_client;POST;/clockify/hubspot/upsert_client;upsert_clockify_client_from_hubspot;app/API/clockify.py::POST /clockify/hubspot/upsert_client;app/API/clockify.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:00.604+00:00;;
AUTO-GL-0126d88e-e5fa-4d96-b0bb-78f1c1498d98;Clone pipeline (POST /operations/hubspot/clone_pipeline);gitlab;gitlab;approved;Actief;Backend Script;Deze automation start wanneer het endpoint POST /operations/hubspot/clone_pipeline wordt aangeroepen en raakt vooral HubSpot. De handler clone_pipeline verwerkt dit verzoek en voert de logica uit voor: clone pipeline. De belangrijkste stappen zijn: Leest of wijzigt gegevens in HubSpot: Clone pipeline.;POST /operations/hubspot/clone_pipeline;GitLab | HubSpot;1;Leest of wijzigt gegevens in HubSpot: Clone pipeline;;/operations/hubspot/clone_pipeline;POST;/operations/hubspot/clone_pipeline;clone_pipeline;app/API/operations.py::POST /operations/hubspot/clone_pipeline;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:00.085+00:00;;
AUTO-GL-88cf40e9-9423-4911-858c-24070ea6299c;New create deal (POST /operations/hubspot/create_new_deal);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/create_new_deal wordt aangeroepen en raakt vooral HubSpot. De handler new_create_deal verwerkt dit verzoek en voert de logica uit voor: new create deal. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Create new deal; Voert vervolgstap uit: Create new deal.";POST /operations/hubspot/create_new_deal;GitLab | HubSpot;2;Voert een asynchrone vervolgstap uit: Create new deal | Voert vervolgstap uit: Create new deal;;/operations/hubspot/create_new_deal;POST;/operations/hubspot/create_new_deal;new_create_deal;app/API/operations.py::POST /operations/hubspot/create_new_deal;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:59.515+00:00;;
AUTO-GL-e82401f9-9068-4878-ad8c-fc48ebf7f3ae;Change bank connection status (POST /portal/hubspot/bank_connection_status);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /portal/hubspot/bank_connection_status wordt aangeroepen en raakt vooral HubSpot. De handler change_bank_connection_status verwerkt dit verzoek en voert de logica uit voor: change bank connection status. De belangrijkste stappen zijn: Leest of wijzigt gegevens in HubSpot: Update bank connection status; Voert vervolgstap uit: Client.crm.companies.basic api.update.";POST /portal/hubspot/bank_connection_status;GitLab | HubSpot;2;Leest of wijzigt gegevens in HubSpot: Update bank connection status | Voert vervolgstap uit: Client.crm.companies.basic api.update;;/portal/hubspot/bank_connection_status;POST;/portal/hubspot/bank_connection_status;change_bank_connection_status;app/API/portal.py::POST /portal/hubspot/bank_connection_status;app/API/portal.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:59.003+00:00;;
AUTO-GL-5aee7cf9-a3f3-429f-96b7-2fcae2729e09;Set vpb prio (POST /properties/update_vpb_deals_when_jr_updated);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/update_vpb_deals_when_jr_updated wordt aangeroepen en raakt vooral HubSpot. De handler set_vpb_prio verwerkt dit verzoek en voert de logica uit voor: set vpb prio. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Set vpb prio; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get company id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get deals for company.";POST /properties/update_vpb_deals_when_jr_updated;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Set vpb prio | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get company id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get deals for company;;/properties/update_vpb_deals_when_jr_updated;POST;/properties/update_vpb_deals_when_jr_updated;set_vpb_prio;app/API/properties.py::POST /properties/update_vpb_deals_when_jr_updated;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:58.476+00:00;;
AUTO-GL-28f02936-c676-4f96-b887-6dc6afb51793;Btw dealstage based on bank connection (POST /operations/hubspot/btw_dealstage_based_on_bank_connection);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/btw_dealstage_based_on_bank_connection wordt aangeroepen en raakt vooral HubSpot. De handler btw_dealstage_based_on_bank_connection verwerkt dit verzoek en voert de logica uit voor: btw dealstage based on bank connection. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Route btw by deal id and update; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get pipeline by id; Voert vervolgstap uit: Client.crm.pipelines.pipelines api.get by id; Voert vervolgstap uit: HubSpotAPIError.";POST /operations/hubspot/btw_dealstage_based_on_bank_connection;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Route btw by deal id and update | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get pipeline by id | Voert vervolgstap uit: Client.crm.pipelines.pipelines api.get by id | Voert vervolgstap uit: HubSpotAPIError;;/operations/hubspot/btw_dealstage_based_on_bank_connection;POST;/operations/hubspot/btw_dealstage_based_on_bank_connection;btw_dealstage_based_on_bank_connection;app/API/operations.py::POST /operations/hubspot/btw_dealstage_based_on_bank_connection;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:57.907+00:00;;
AUTO-GL-4403ac77-542d-4452-b6d9-f177ebb25b94;Update ib deal (POST /properties/update_ib_kan_gemaakt_worden);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/update_ib_kan_gemaakt_worden wordt aangeroepen en raakt vooral HubSpot. De handler update_ib_deal verwerkt dit verzoek en voert de logica uit voor: update ib deal. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Update ib kan gemaakt worden; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get contact id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get companies for contact.";POST /properties/update_ib_kan_gemaakt_worden;GitLab | HubSpot;6;Zet een achtergrondtaak klaar: Update ib kan gemaakt worden | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get contact id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get companies for contact;;/properties/update_ib_kan_gemaakt_worden;POST;/properties/update_ib_kan_gemaakt_worden;update_ib_deal;app/API/properties.py::POST /properties/update_ib_kan_gemaakt_worden;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:57.379+00:00;;
AUTO-GL-be1124ab-07c5-4d21-94d0-244b895319bb;Assign correct stage (POST /properties/assign_correct_stage);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/assign_correct_stage wordt aangeroepen en raakt vooral HubSpot. De handler assign_correct_stage verwerkt dit verzoek en voert de logica uit voor: assign correct stage. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Process stage assignment async; Leest of wijzigt gegevens in HubSpot: Get pipeline by id; Voert vervolgstap uit: Client.crm.pipelines.pipelines api.get by id; Voert vervolgstap uit: HubSpotAPIError; Leest of wijzigt gegevens in HubSpot: Get company info; Voert vervolgstap uit: Client.crm.companies.basic api.get by id.";POST /properties/assign_correct_stage;GitLab | HubSpot;6;Zet een achtergrondtaak klaar: Process stage assignment async | Leest of wijzigt gegevens in HubSpot: Get pipeline by id | Voert vervolgstap uit: Client.crm.pipelines.pipelines api.get by id | Voert vervolgstap uit: HubSpotAPIError | Leest of wijzigt gegevens in HubSpot: Get company info | Voert vervolgstap uit: Client.crm.companies.basic api.get by id;;/properties/assign_correct_stage;POST;/properties/assign_correct_stage;assign_correct_stage;app/API/properties.py::POST /properties/assign_correct_stage;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:56.867+00:00;;
AUTO-GL-9c3dd6d9-e1fa-4b53-8872-bb9b4788ff8c;Ib route after typeform and machtiging (POST /properties/ib/route_after_typeform_and_machtiging);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/ib/route_after_typeform_and_machtiging wordt aangeroepen en raakt vooral HubSpot, Typeform. De handler ib_route_after_typeform_and_machtiging verwerkt dit verzoek en voert de logica uit voor: ib route after typeform and machtiging. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Route ib deal after typeform and machtiging; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get deals for contact; Voert vervolgstap uit: Get associated objects; Leest of wijzigt gegevens in HubSpot: Batch get deals info.";POST /properties/ib/route_after_typeform_and_machtiging;GitLab | HubSpot | Typeform;6;Voert een asynchrone vervolgstap uit: Route ib deal after typeform and machtiging | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get deals for contact | Voert vervolgstap uit: Get associated objects | Leest of wijzigt gegevens in HubSpot: Batch get deals info;;/properties/ib/route_after_typeform_and_machtiging;POST;/properties/ib/route_after_typeform_and_machtiging;ib_route_after_typeform_and_machtiging;app/API/properties.py::POST /properties/ib/route_after_typeform_and_machtiging;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:56.323+00:00;;
AUTO-GL-75010a54-b39a-4cce-87ea-8ff7756b366d;Ib machtiging actief webhook (POST /properties/ib/machtiging_actief_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/ib/machtiging_actief_webhook wordt aangeroepen en raakt vooral HubSpot. De handler ib_machtiging_actief_webhook verwerkt dit verzoek en voert de logica uit voor: ib machtiging actief webhook. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Sync ib deal machtiging actief; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get contact id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get contact info with history.";POST /properties/ib/machtiging_actief_webhook;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Sync ib deal machtiging actief | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get contact id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get contact info with history;;/properties/ib/machtiging_actief_webhook;POST;/properties/ib/machtiging_actief_webhook;ib_machtiging_actief_webhook;app/API/properties.py::POST /properties/ib/machtiging_actief_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:55.779+00:00;;
AUTO-GL-c3976734-3b4c-460e-994d-c69cef8648cc;Ib machtiging actief contact webhook (POST /properties/ib/machtiging_actief_contact_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/ib/machtiging_actief_contact_webhook wordt aangeroepen en raakt vooral HubSpot. De handler ib_machtiging_actief_contact_webhook verwerkt dit verzoek en voert de logica uit voor: ib machtiging actief contact webhook. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Sync contact ib deals machtiging actief; Leest of wijzigt gegevens in HubSpot: Get deals for contact; Voert vervolgstap uit: Get associated objects; Leest of wijzigt gegevens in HubSpot: Batch get deals info; Voert vervolgstap uit: Client.crm.deals.batch api.read; Voert een asynchrone vervolgstap uit: Sync ib deal machtiging actief.";POST /properties/ib/machtiging_actief_contact_webhook;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Sync contact ib deals machtiging actief | Leest of wijzigt gegevens in HubSpot: Get deals for contact | Voert vervolgstap uit: Get associated objects | Leest of wijzigt gegevens in HubSpot: Batch get deals info | Voert vervolgstap uit: Client.crm.deals.batch api.read | Voert een asynchrone vervolgstap uit: Sync ib deal machtiging actief;;/properties/ib/machtiging_actief_contact_webhook;POST;/properties/ib/machtiging_actief_contact_webhook;ib_machtiging_actief_contact_webhook;app/API/properties.py::POST /properties/ib/machtiging_actief_contact_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:55.203+00:00;;
AUTO-GL-2e6c65bc-7fa3-419b-bfc7-2e4d36ee7eaf;Jr prio from ib (POST /properties/jr_prio_from_ib);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/jr_prio_from_ib wordt aangeroepen en raakt vooral HubSpot. De handler jr_prio_from_ib verwerkt dit verzoek en voert de logica uit voor: jr prio from ib. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Bump related jr from ib; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get contact id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get deals for contact.";POST /properties/jr_prio_from_ib;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Bump related jr from ib | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get contact id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get deals for contact;;/properties/jr_prio_from_ib;POST;/properties/jr_prio_from_ib;jr_prio_from_ib;app/API/properties.py::POST /properties/jr_prio_from_ib;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:54.651+00:00;;
AUTO-GL-eebf59fd-d302-45a7-a046-49eae60043c2;Ib finished webhook (POST /properties/ib/finished_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/ib/finished_webhook wordt aangeroepen. De handler ib_finished_webhook verwerkt dit verzoek en voert de logica uit voor: ib finished webhook. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Va ib.handle ib finished; Voert vervolgstap uit: Va ib.handle ib finished.";POST /properties/ib/finished_webhook;GitLab;2;Voert een asynchrone vervolgstap uit: Va ib.handle ib finished | Voert vervolgstap uit: Va ib.handle ib finished;;/properties/ib/finished_webhook;POST;/properties/ib/finished_webhook;ib_finished_webhook;app/API/properties.py::POST /properties/ib/finished_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:54.108+00:00;;
AUTO-GL-8f5896dc-c847-42ef-92c0-8f14cb11cdee;Vpb finished webhook (POST /properties/vpb/finished_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/vpb/finished_webhook wordt aangeroepen. De handler vpb_finished_webhook verwerkt dit verzoek en voert de logica uit voor: vpb finished webhook. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Va vpb.handle vpb finished; Voert vervolgstap uit: Va vpb.handle vpb finished.";POST /properties/vpb/finished_webhook;GitLab;2;Voert een asynchrone vervolgstap uit: Va vpb.handle vpb finished | Voert vervolgstap uit: Va vpb.handle vpb finished;;/properties/vpb/finished_webhook;POST;/properties/vpb/finished_webhook;vpb_finished_webhook;app/API/properties.py::POST /properties/vpb/finished_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:53.506+00:00;;
AUTO-GL-a7e753b2-72f8-4622-b1ef-c4aa493fd42d;Jr prio if ib ready except jr (POST /properties/jr_prio_if_ib_ready_except_jr);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/jr_prio_if_ib_ready_except_jr wordt aangeroepen en raakt vooral HubSpot. De handler jr_prio_if_ib_ready_except_jr verwerkt dit verzoek en voert de logica uit voor: jr prio if ib ready except jr. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Bump this jr if ib ready except jr; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get contact id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get deals for contact.";POST /properties/jr_prio_if_ib_ready_except_jr;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Bump this jr if ib ready except jr | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get contact id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get deals for contact;;/properties/jr_prio_if_ib_ready_except_jr;POST;/properties/jr_prio_if_ib_ready_except_jr;jr_prio_if_ib_ready_except_jr;app/API/properties.py::POST /properties/jr_prio_if_ib_ready_except_jr;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:52.931+00:00;;
AUTO-GL-386234c4-1756-47cc-aa9e-da77d0c6225b;Update next quarter prev2m (POST /properties/btw/update_next_quarter_prev2m);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/btw/update_next_quarter_prev2m wordt aangeroepen en raakt vooral HubSpot. De handler update_next_quarter_prev2m verwerkt dit verzoek en voert de logica uit voor: update next quarter prev2m. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Update next quarter prev2m from webhook; Leest of wijzigt gegevens in HubSpot: Search deals; Voert vervolgstap uit: Client.crm.deals.search api.do search; Leest of wijzigt gegevens in HubSpot: Update deal properties; Voert vervolgstap uit: Client.crm.deals.basic api.update; Voert vervolgstap uit: Parse quarter.";POST /properties/btw/update_next_quarter_prev2m;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Update next quarter prev2m from webhook | Leest of wijzigt gegevens in HubSpot: Search deals | Voert vervolgstap uit: Client.crm.deals.search api.do search | Leest of wijzigt gegevens in HubSpot: Update deal properties | Voert vervolgstap uit: Client.crm.deals.basic api.update | Voert vervolgstap uit: Parse quarter;;/properties/btw/update_next_quarter_prev2m;POST;/properties/btw/update_next_quarter_prev2m;update_next_quarter_prev2m;app/API/properties.py::POST /properties/btw/update_next_quarter_prev2m;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:39:52.347+00:00;;
